problem,method,c1,c2,alpha,iterations,converged,f_final,grad_norm,func_evals,time,linesearch
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.1,0.5,2000,False,1.9663493950231483,5.170478097893373,109735,0.9596536159515381,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.1,0.7,2000,False,1.9663493950231483,5.170478097893373,109735,1.0051517486572266,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.1,1.0,2000,False,1.9663493950231483,5.170478097893373,109735,0.9853456020355225,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.1,1.3,2000,False,1.9663493950231483,5.170478097893373,109735,1.1450121402740479,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.1,1.5,2000,False,1.9663493950231483,5.170478097893373,109735,1.1690099239349365,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.1,1.7,2000,False,1.9663493950231483,5.170478097893373,109735,1.0847759246826172,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.1,1.9,2000,False,1.9663493950231483,5.170478097893373,109735,0.8996467590332031,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.1,2.0,2000,False,1.9663493950231483,5.170478097893373,109735,0.8534913063049316,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,0.1,2000,False,0.9762284007069972,3.5865697866758195,119644,0.9557285308837891,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,0.3,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0628843307495117,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,0.5,2000,False,0.9762284007069972,3.5865697866758195,119644,1.165062665939331,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,0.7,2000,False,0.9762284007069972,3.5865697866758195,119644,1.2511131763458252,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,1.0,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1183326244354248,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,1.3,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1129629611968994,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,1.5,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0764682292938232,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,1.7,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0692565441131592,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,1.9,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0703694820404053,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.2,2.0,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0623338222503662,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,0.1,2000,False,0.12514649631679148,3.303960604164154,109467,0.9613919258117676,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,0.3,2000,False,0.12514649631679148,3.303960604164154,109467,1.0873570442199707,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,0.5,2000,False,0.12514649631679148,3.303960604164154,109467,0.9105517864227295,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,0.7,2000,False,0.12514649631679148,3.303960604164154,109467,0.8904383182525635,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,1.0,2000,False,0.12514649631679148,3.303960604164154,109467,0.8664443492889404,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,1.3,2000,False,0.12514649631679148,3.303960604164154,109467,0.953331470489502,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,1.5,2000,False,0.12514649631679148,3.303960604164154,109467,0.9218149185180664,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,1.7,2000,False,0.12514649631679148,3.303960604164154,109467,0.9127833843231201,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,1.9,2000,False,0.12514649631679148,3.303960604164154,109467,0.8993697166442871,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.3,2.0,2000,False,0.12514649631679148,3.303960604164154,109467,0.8860752582550049,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,0.1,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005862712860107422,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,0.3,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006284713745117188,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,0.5,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005810260772705078,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,0.7,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005824565887451172,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,1.0,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005662441253662109,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,1.3,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005631446838378906,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,1.5,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0009210109710693359,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,1.7,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0007610321044921875,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,1.9,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.00067901611328125,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.4,2.0,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006616115570068359,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006496906280517578,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007739067077636719,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007793903350830078,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.000858306884765625,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008392333984375,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008757114410400391,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008335113525390625,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008172988891601562,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0013794898986816406,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.5,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008625984191894531,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007359981536865234,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007693767547607422,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008170604705810547,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007493495941162109,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007579326629638672,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007030963897705078,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006799697875976562,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007889270782470703,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008485317230224609,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.6,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008075237274169922,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008103847503662109,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0010120868682861328,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0022203922271728516,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0013248920440673828,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0010802745819091797,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008246898651123047,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008180141448974609,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006775856018066406,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007123947143554688,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.7,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0021092891693115234,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.001935720443725586,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.002047300338745117,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.002128124237060547,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008614063262939453,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006544589996337891,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007834434509277344,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0012829303741455078,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0010280609130859375,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008783340454101562,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.8,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007557868957519531,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007345676422119141,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006952285766601562,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007755756378173828,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006361007690429688,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006387233734130859,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007293224334716797,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007328987121582031,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006911754608154297,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006570816040039062,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.9,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0011913776397705078,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006759166717529297,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006442070007324219,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007276535034179688,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007266998291015625,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007028579711914062,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007266998291015625,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007126331329345703,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008063316345214844,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007224082946777344,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.005,0.99,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007348060607910156,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,0.1,2000,False,1.9663493950231483,5.170478097893373,109735,0.875591516494751,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,0.3,2000,False,1.9663493950231483,5.170478097893373,109735,0.8765552043914795,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,0.5,2000,False,1.9663493950231483,5.170478097893373,109735,0.8726789951324463,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,0.7,2000,False,1.9663493950231483,5.170478097893373,109735,0.8587260246276855,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,1.0,2000,False,1.9663493950231483,5.170478097893373,109735,0.885138988494873,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,1.3,2000,False,1.9663493950231483,5.170478097893373,109735,0.8365228176116943,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,1.5,2000,False,1.9663493950231483,5.170478097893373,109735,0.9574458599090576,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,1.7,2000,False,1.9663493950231483,5.170478097893373,109735,1.020763874053955,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,1.9,2000,False,1.9663493950231483,5.170478097893373,109735,1.0061314105987549,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.1,2.0,2000,False,1.9663493950231483,5.170478097893373,109735,0.9753825664520264,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,0.1,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0795016288757324,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,0.3,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0804071426391602,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,0.5,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1329779624938965,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,0.7,2000,False,0.9762284007069972,3.5865697866758195,119644,1.0797805786132812,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,1.0,2000,False,0.9762284007069972,3.5865697866758195,119644,1.091773271560669,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,1.3,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1099340915679932,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,1.5,2000,False,0.9762284007069972,3.5865697866758195,119644,1.1568474769592285,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,1.7,2000,False,0.9762284007069972,3.5865697866758195,119644,1.310051441192627,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,1.9,2000,False,0.9762284007069972,3.5865697866758195,119644,1.18558931350708,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.2,2.0,2000,False,0.9762284007069972,3.5865697866758195,119644,0.968801736831665,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,0.1,2000,False,0.12514649631679148,3.303960604164154,109467,0.9435513019561768,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,0.3,2000,False,0.12514649631679148,3.303960604164154,109467,0.9402894973754883,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,0.5,2000,False,0.12514649631679148,3.303960604164154,109467,0.9256279468536377,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,0.7,2000,False,0.12514649631679148,3.303960604164154,109467,0.912255048751831,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,1.0,2000,False,0.12514649631679148,3.303960604164154,109467,0.8921935558319092,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,1.3,2000,False,0.12514649631679148,3.303960604164154,109467,0.9065608978271484,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,1.5,2000,False,0.12514649631679148,3.303960604164154,109467,0.9832475185394287,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,1.7,2000,False,0.12514649631679148,3.303960604164154,109467,0.9175126552581787,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,1.9,2000,False,0.12514649631679148,3.303960604164154,109467,0.9489181041717529,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.3,2.0,2000,False,0.12514649631679148,3.303960604164154,109467,0.9099454879760742,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,0.1,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005626678466796875,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,0.3,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006210803985595703,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,0.5,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006113052368164062,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,0.7,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006177425384521484,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,1.0,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005862712860107422,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,1.3,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006651878356933594,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,1.5,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006082057952880859,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,1.7,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0005772113800048828,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,1.9,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0006847381591796875,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.4,2.0,17,True,5.9592066445459964e-12,2.186133647824171e-06,27,0.0007281303405761719,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007772445678710938,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007634162902832031,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007765293121337891,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007176399230957031,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006399154663085938,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006470680236816406,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007984638214111328,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006830692291259766,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007579326629638672,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.5,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006601810455322266,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006062984466552734,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.000644683837890625,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006730556488037109,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006570816040039062,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0011518001556396484,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0022077560424804688,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0025177001953125,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0021352767944335938,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0010843276977539062,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.6,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006453990936279297,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006811618804931641,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006988048553466797,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,0.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006608963012695312,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,0.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006518363952636719,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,1.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006282329559326172,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,1.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006039142608642578,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,1.5,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006358623504638672,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,1.7,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006020069122314453,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,1.9,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0009484291076660156,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.7,2.0,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0008919239044189453,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,0.1,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0007033348083496094,Wolfe
P7_Extended_Rosenbrock_n2,Newton_wolfe,0.01,0.8,0.3,21,True,3.743975643139474e-21,4.473328123560842e-10,28,0.0006804466247558594,Wolfe
