problem,method,c1,c2,alpha,iterations,converged,f_final,grad_norm,func_evals,time,linesearch
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.5,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03594231605529785,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.5,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03644299507141113,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.5,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03842878341674805,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.5,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03325343132019043,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.5,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.045179128646850586,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.5,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.03591799736022949,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.5,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04145526885986328,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.03586149215698242,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.0339360237121582,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03463268280029297,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03611898422241211,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03647899627685547,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.037564754486083984,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.037064552307128906,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03756308555603027,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.03807544708251953,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.6,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04238390922546387,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.04153180122375488,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.04231691360473633,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.04350399971008301,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.044522762298583984,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04033541679382324,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.041153907775878906,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.052153825759887695,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.044077157974243164,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.05549025535583496,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.7,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04536628723144531,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.04108619689941406,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.040308475494384766,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.0408015251159668,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.04354667663574219,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04282546043395996,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.04103279113769531,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.041384220123291016,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.04065084457397461,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.041402339935302734,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.8,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04225635528564453,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.048107147216796875,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.04413008689880371,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.0489041805267334,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.06521916389465332,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04253864288330078,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.041973114013671875,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.045812368392944336,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.04576611518859863,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.043817996978759766,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.9,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04342198371887207,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.045540809631347656,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.04217338562011719,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.048262834548950195,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.04119443893432617,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04038095474243164,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.04345130920410156,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.04145503044128418,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.04125380516052246,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.04193544387817383,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.001,0.99,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04874157905578613,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,0.1,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04961657524108887,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,0.3,7,True,3.986623854300933,3.6604464958677355e-09,8,0.05107569694519043,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,0.5,7,True,3.986623854300933,3.6604464958677355e-09,8,0.050080299377441406,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,0.7,7,True,3.986623854300933,3.6604464958677355e-09,8,0.051836252212524414,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,1.0,7,True,3.986623854300933,3.6604464958677355e-09,8,0.049927711486816406,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,1.3,7,True,3.986623854300933,3.6604464958677355e-09,8,0.050647735595703125,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,1.5,7,True,3.986623854300933,3.6604464958677355e-09,8,0.05161762237548828,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,1.7,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04980349540710449,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,1.9,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04947328567504883,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.1,2.0,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04874372482299805,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.04123544692993164,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.040523529052734375,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.04163312911987305,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.04261970520019531,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.040735483169555664,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.042387962341308594,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.04042649269104004,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.04027533531188965,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.04082536697387695,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.2,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04320549964904785,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.03920459747314453,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03887653350830078,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03864598274230957,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03788447380065918,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.038503170013427734,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.04016280174255371,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.037929534912109375,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03658294677734375,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.03684282302856445,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.3,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.0364384651184082,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.034995317459106445,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.038625478744506836,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03539419174194336,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03483700752258301,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03586578369140625,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03428387641906738,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.036025047302246094,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03491640090942383,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.035394906997680664,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.4,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03561997413635254,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.036518096923828125,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03425264358520508,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03545236587524414,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.035980224609375,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.036228179931640625,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03746485710144043,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.039549827575683594,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.035422563552856445,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.03611564636230469,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.5,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03677988052368164,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.04049205780029297,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03957486152648926,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.036859989166259766,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.035109519958496094,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03542757034301758,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.035466909408569336,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.035309791564941406,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.036258697509765625,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.036296844482421875,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.6,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03747153282165527,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.039643287658691406,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03807330131530762,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.037480831146240234,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.036946773529052734,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.036704063415527344,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03569769859313965,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.034249067306518555,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03557562828063965,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.03550529479980469,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.7,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03400683403015137,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.03438305854797363,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03714871406555176,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03531789779663086,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.036290645599365234,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03613877296447754,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03448081016540527,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03701186180114746,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.036562442779541016,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.03602290153503418,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.8,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03498053550720215,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.035353660583496094,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.039107322692871094,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03709697723388672,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03554558753967285,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.036839962005615234,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03593325614929199,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03448629379272461,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.04841947555541992,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.035347700119018555,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.9,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.04237937927246094,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.03676652908325195,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03477787971496582,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,0.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03428077697753906,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,0.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03503227233886719,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,1.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.03621625900268555,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,1.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.03460836410522461,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,1.5,6,True,3.986623854300934,6.525295707137557e-09,6,0.03758811950683594,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,1.7,6,True,3.986623854300934,6.525295707137557e-09,6,0.03545832633972168,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,1.9,6,True,3.986623854300934,6.525295707137557e-09,6,0.048474788665771484,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.005,0.99,2.0,6,True,3.986623854300934,6.525295707137557e-09,6,0.038237810134887695,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,0.1,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04089188575744629,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,0.3,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04594731330871582,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,0.5,7,True,3.986623854300933,3.6604464958677355e-09,8,0.0426943302154541,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,0.7,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04445505142211914,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,1.0,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04784035682678223,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,1.3,7,True,3.986623854300933,3.6604464958677355e-09,8,0.042734384536743164,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,1.5,7,True,3.986623854300933,3.6604464958677355e-09,8,0.0459139347076416,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,1.7,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04326057434082031,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,1.9,7,True,3.986623854300933,3.6604464958677355e-09,8,0.047304630279541016,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.1,2.0,7,True,3.986623854300933,3.6604464958677355e-09,8,0.04124760627746582,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.2,0.1,6,True,3.986623854300934,6.525295707137557e-09,6,0.036102294921875,Wolfe
P8_Extended_Rosenbrock_n100,Newton_CG_wolfe,0.01,0.2,0.3,6,True,3.986623854300934,6.525295707137557e-09,6,0.039388418197631836,Wolfe
